Name	MOA	Target	Disease Area	Indication	Vendor	Purity	Id	Phase
methylprednisolone-sodium-succinate	glucocorticoid receptor agonist		endocrinology, rheumatology, dermatology, pulmonary, allergy, infectious disease, ophthalmology, gastroenterology, hematology, neurology/psychiatry	hypercalcemia, thyroiditis, osteoarthritis, rheumatoid arthritis, seborrheic dermatitis, asthma, allergic rhinitis, shingles, conjunctivitis, ulcerative colitis, enteritis, anemia, multiple sclerosis, mycosis	MicroSource	85.4	BRD-A45044890-236-02-3	Launched
methylthiouracil			endocrinology	hyperthyroidism	MicroSource, Selleck	100	BRD-K11900042-001-14-4, BRD-K11900042-001-13-6	Launched
methysergide	serotonin receptor antagonist	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7	neurology/psychiatry	headache	Tocris	61.35	BRD-K35941380-050-27-9	Launched
meticrane	diuretic		cardiology	edema	Selleck, MicroSource	97.99	BRD-K58265391-001-11-9, BRD-K58265391-001-12-7	Launched
metipranolol	adrenergic receptor antagonist	ADRB1, ADRB2			Aronis	96.55	BRD-A99388803-001-01-5	Withdrawn
metirosine	tyrosine hydroxylase inhibitor	TH	cardiology	hypertension	Enamine	85.79	BRD-K83766205-001-03-8	Launched
metitepine	anti-HCVE2	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7			Tocris, MicroSource, Tocris	98.47	BRD-A07932845-050-16-6, BRD-A07932845-066-11-3, BRD-A07932845-050-15-8	Preclinical
metixene	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	neurology/psychiatry	Parkinson's Disease	Prestwick	97.52	BRD-A33711280-003-03-1	Launched
metoclopramide	dopamine receptor antagonist, serotonin receptor antagonist	CHRM1, DRD2, HTR3A, HTR3B, HTR4	gastroenterology	gastroparesis, nausea, vomiting	MicroSource	98.56	BRD-K75641298-003-25-0	Launched
metocurine	acetylcholine receptor antagonist	CHRM2, CHRNA2	neurology/psychiatry	muscle relaxant	Specs	96.67	BRD-K16484091-001-01-1	Launched
metolazone	carbonic anhydrase inhibitor	SLC12A3	cardiology	edema, hypertension	Selleck, MicroSource, Selleck	97.53	BRD-A61793559-001-16-4, BRD-A61793559-001-15-6, BRD-A61793559-001-14-9	Launched
metoprolol	adrenergic receptor antagonist	ADRB1, ADRB2	cardiology	hypertension, angina pectoris, myocardial infarction	Tocris, MicroSource, Selleck	98.88	BRD-A03623303-046-15-0, BRD-A03623303-045-09-5, BRD-A03623303-046-14-3	Launched
metoxibutropate	cyclooxygenase inhibitor	PTGS1, PTGS2			Specs	96.65	BRD-A71725768-001-01-3	Launched
metrifonate	acetylcholinesterase inhibitor	ACHE			MedChemEx, MicroSource, MedChemEx	58.32	BRD-A22101059-001-15-5, BRD-A22101059-001-13-0, BRD-A22101059-001-14-8	Phase 3
metrizamide	radiopaque medium		radiology	contrast agent	Selleck	91.39	BRD-A45543382-001-10-0	Launched
metrizoic-acid	radiopaque medium		radiology	contrast agent	Sigma, TCI	89.37	BRD-K99241550-001-04-3, BRD-K99241550-001-03-5	Launched
metronidazole	DNA inhibitor	CYP2C9, CYP3A4	dermatology	rosacea	Selleck, MicroSource	99.43	BRD-K52020312-001-25-0, BRD-K52020312-001-26-8	Launched
metyrapone	cytochrome P450 inhibitor	CYP11B1	nephrology	adrenal diagnostic agent	Tocris, MicroSource, MedChemEx	92.16	BRD-K46862739-001-15-0, BRD-K46862739-001-13-5, BRD-K46862739-001-14-3	Launched
mevalonic-d,-l-acid-lactone					Prestwick	0	BRD-A05674712-001-06-0	Preclinical
mevastatin	HMGCR inhibitor	HMGCR			Tocris, MicroSource, Selleck, Selleck, Tocris	93.53	BRD-K94441233-001-15-5, BRD-K94441233-001-17-1, BRD-K94441233-001-16-3, BRD-K94441233-001-13-0, BRD-K94441233-001-12-2	Preclinical
mexeneone					MicroSource	97.2	BRD-K18613660-001-05-5	Preclinical
mexiletine	sodium channel blocker	AHR, SCN4A, SCN5A	cardiology	ventricular arrhythmias, ventricular tachycardia (VT)	MicroSource, Tocris, Tocris, Selleck	98.76	BRD-A64092382-003-18-3, BRD-A64092382-003-17-5, BRD-A64092382-003-19-1, BRD-A64092382-003-16-7	Launched
mezlocillin	bacterial cell wall synthesis inhibitor		infectious disease	gram-negative bacterial infections, gram-positive bacterial infections	Selleck, Selleck	88.63	BRD-K45114938-236-02-6, BRD-K45114938-236-01-8	Launched
ME0328	PARP inhibitor	PARP3			Selleck	99.08	BRD-A63444178-001-01-5	Preclinical
MF-101	estrogen receptor agonist	CYP19A1, XDH			InterBioScreen	98	BRD-K34328244-001-01-4	Phase 3
MG-132	proteasome inhibitor	PSMB1			Selleck, Selleck, Selleck	86.03	BRD-K60230970-001-17-5, BRD-K60230970-001-13-4, BRD-K60230970-001-16-7	Preclinical
MG-624	acetylcholine receptor antagonist	CHRNA7			Tocris, Tocris	93.43	BRD-K03128577-005-07-0, BRD-K03128577-005-06-2	Preclinical
MGCD-265	VEGFR inhibitor	AXL, MET			Selleck	92.2	BRD-K56277358-001-07-5	Preclinical
MI-14	PI4K inhibitor	PI4KB			Tocris	92.97	BRD-K26726854-001-01-0	Preclinical
mianserin	serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD5, HRH1, HRH2, HRH4, HTR1A, HTR1F, HTR2A, HTR2B, HTR2C, HTR6, HTR7, OPRK1, SLC6A2, SLC6A3, SLC6A4	neurology/psychiatry	depression	Selleck, MicroSource, Tocris, Selleck	98.04	BRD-A19661776-003-28-4, BRD-A19661776-003-27-6, BRD-A19661776-003-26-8, BRD-A19661776-003-25-0	Launched
mibampator	glutamate receptor modulator	GRIA1			MedChemEx	99.84	BRD-K42981054-001-01-9	Phase 2
mibefradil	T-type calcium channel blocker	ANO1, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CATSPER1, CATSPER2, CATSPER3, CATSPER4			Tocris, Tocris	97.32	BRD-K09549677-300-03-4, BRD-K09549677-300-04-2	Withdrawn
micafungin	fungal 1,3-beta-D-glucan synthase inhibitor		infectious disease	candidemia, peritonitis, esophageal candidiasis	MedChemEx, MedChemEx, MedChemEx, Enzo	83.81	BRD-K40407248-236-01-6, BRD-A06596811-236-03-3, BRD-K40407248-236-02-4, BRD-A11207520-001-01-4	Launched
miconazole	bacterial cell wall synthesis inhibitor	KCNH2, KCNH6, KCNH7, KCNMA1, KCNMB1, KCNMB2, KCNMB3, KCNMB4, KCNN1, KCNN2, KCNN3, KCNN4, NOS2, NOS3, TRPM2, TRPV5	infectious disease, neurology/psychiatry	yeast infection, itching	Tocris, Selleck, Selleck, MicroSource	99.92	BRD-A82396632-008-30-8, BRD-A82396632-001-16-2, BRD-A82396632-008-28-2, BRD-A82396632-008-29-0	Launched
micronomicin	protein synthesis inhibitor		infectious disease	gram-negative bacterial infections	AvaChem	0	BRD-K18552138-001-01-8	Launched
midafotel	glutamate receptor antagonist	GRIN2A, GRIN2B, GRIN2C, GRIN2D			Tocris, EMDBio	100	BRD-K45163704-001-02-3, BRD-K45163704-001-01-5	Phase 3
midecamycin	protein synthesis inhibitor		infectious disease	respiratory tract infections, ear infections, skin infections	AvaChem	0	BRD-K68822425-001-01-6	Launched
midodrine	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D	cardiology	hypotension	MicroSource	96.09	BRD-A79981887-003-16-4	Launched
midostaurin	FLT3 inhibitor, KIT inhibitor, PKC inhibitor	FLT3, PRKCG	hematologic malignancy	acute myeloid leukemia (AML)	Enzo	95.95	BRD-K13646352-001-03-8	Launched
mifepristone	glucocorticoid receptor antagonist, progesterone receptor antagonist	AR, NR1I2, NR3C1, PGR	endocrinology	hyperglycemia, diabetes mellitus	Tocris, MicroSource, Selleck, Selleck, Tocris	90.12	BRD-K37270826-001-29-2, BRD-K37270826-001-31-8, BRD-K37270826-001-27-6, BRD-K37270826-001-30-0, BRD-K37270826-001-26-8	Launched
mifobate	PPAR receptor antagonist	PPARG			Tocris	92.75	BRD-A72066420-001-04-5	Phase 2
miglitol	glucosidase inhibitor	GAA, GANAB, GANC, MGAM	endocrinology	diabetes mellitus	Tocris, MicroSource, Selleck	100	BRD-K44779798-001-10-7, BRD-A63310107-001-04-8, BRD-K44779798-001-11-5	Launched
miglustat	Glycosyl transferase inhibitor	UGCG	hematology	Gaucher disease	Enzo	100	BRD-K33251802-001-01-3	Launched
milacemide	monoamine oxidase inhibitor	MAOB			Enamine	92.25	BRD-K64338723-001-01-6	Phase 3
milnacipran	serotonin–norepinephrine reuptake inhibitor (SNRI)	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, SLC6A2, SLC6A4	rheumatology	fibromyalgia	MicroSource, Selleck	97.86	BRD-A15202882-003-02-7, BRD-K02227374-003-07-1	Launched
milrinone	phosphodiesterase inhibitor	PDE2A, PDE3A, PDE3B, PDE5A	cardiology	congestive heart failure	MicroSource, Selleck	100	BRD-K67080878-001-16-2, BRD-K67080878-001-15-4	Launched
miltefosine	membrane integrity inhibitor	PLA2G1B	infectious disease	leishmaniasis	MicroSource	92.47	BRD-A31811760-001-06-7	Launched
mimosine	DNA replication inhibitor	CCL2, SHMT1, SHMT2, TYR			Enzo	0	BRD-K67642028-001-03-6	Preclinical
minaprine	serotonin reuptake inhibitor	ACHE, CHRM1, DRD1, DRD2, HTR2A, HTR2B, HTR2C, MAOA, SLC6A4			MicroSource	99.62	BRD-K02867583-300-08-9	Withdrawn
minerval	FAAH inhibitor				Sigma	98.8	BRD-A74347210-001-01-7	Phase 1/Phase 2
minocycline	bacterial 30S ribosomal subunit inhibitor	ALOX5, CASP1, CASP3, CYCS, IL1B, MMP9, VEGFA	endocrinology, infectious disease, ophthalmology, urology	fever, respiratory tract infections, psittacosis, trachoma, conjunctivitis, urethritis, chancroid, tularemia, cholera, brucellosis	MedChemEx, Sigma, MicroSource, Selleck, Selleck	93.08	BRD-A69651145-003-11-4, BRD-A69651145-003-10-6, BRD-A69651145-003-07-2, BRD-A69651145-003-08-0, BRD-A69651145-003-09-8	Launched
minodronic-acid	bone resorption inhibitor	FDPS, GGPS1	orthopedics	osteoporosis	AKSci, AvaChem	0	BRD-K89337853-001-01-1, BRD-K89337853-001-02-9	Launched
minoxidil	KATP activator, Kir6 channel (KATP) activator, vasodilator	ABCC9, KCNJ1, KCNJ10, KCNJ11, KCNJ8, PTGS1	endocrinology	androgenetic alopecia	Tocris, MicroSource, Selleck, Sigma, Tocris	96.36	BRD-K06902185-001-21-9, BRD-K06902185-003-01-7, BRD-K06902185-001-16-9, BRD-K06902185-001-22-7, BRD-K06902185-001-17-7	Launched
miocamycin	other antibiotic		infectious disease	urinary tract infections, chlamydia	AvaChem	92.27	BRD-K30764557-001-01-5	Launched
MIRA-1	apoptosis stimulant				Tocris	0	BRD-K39706510-001-03-9	Preclinical
mirabegron	adrenergic receptor agonist	ADRB1, ADRB2, ADRB3	urology	urinary incontinence	Selleck, Selleck	95.25	BRD-K47949423-001-02-3, BRD-K47949423-001-03-1	Launched
mirin	MRE11A exonuclease inhibitor	MRE11A			Tocris	89.76	BRD-K55420858-001-02-8	Preclinical
miriplatin	DNA synthesis inhibitor		oncology	hepatocellular carcinoma (HCC)	MedChemEx, MedChemEx	0	BRD-M78068755-001-02-0, BRD-M78068755-001-01-2	Launched
mirodenafil	phosphodiesterase inhibitor	PDE5A	urology	erectile dysfunction	MedChemEx	97.2	BRD-K82967685-300-01-2	Launched
mirtazapine	adrenergic receptor antagonist, serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, DRD1, DRD2, DRD3, DRD5, HRH1, HRH3, HTR2A, HTR2B, HTR2C, HTR3A, HTR7, OPRK1, SLC6A2, SLC6A3, SLC6A4	neurology/psychiatry	depression	Tocris, MicroSource, Selleck, Tocris	98.93	BRD-A64977602-001-16-7, BRD-A64977602-001-15-9, BRD-A64977602-001-13-4, BRD-A64977602-001-14-2	Launched
misonidazole					Cayman	96.47	BRD-A16263897-001-06-6	Phase 3
misoprostol	prostanoid receptor agonist	PTGER2, PTGER3, PTGER4, PTGIR	gastroenterology	duodenal ulcer disease	Sigma	99.4	BRD-A72351335-001-04-5	Launched
mitiglinide	insulin secretagogue	ABCC8, KCNJ10, PPARG	endocrinology	diabetes mellitus	Selleck	98.47	BRD-K52959329-238-01-9	Launched
mitoflaxone	antitumor agent	VWF			Specs	98.8	BRD-K35882976-001-04-7	Phase 2
mitomycin-c	DNA alkylating agent, DNA synthesis inhibitor		oncology	pancreatic cancer, gastric adenocarcinoma	MicroSource	99.49	BRD-A48237631-001-04-8	Launched
mitotane	antineoplastic agent	CYP11A1, CYP11B1, ESR1, FDX1	oncology	adrenal cortical carcinoma	MedChemEx, MicroSource, MedChemEx, Selleck, Selleck	0	BRD-A31204924-001-18-3, BRD-A31204924-001-14-2, BRD-A31204924-001-17-5, BRD-A31204924-001-16-7, BRD-A31204924-001-13-4	Launched
mitoxantrone	topoisomerase inhibitor	TOP2A	neurology/psychiatry, oncology, hematologic malignancy	multiple sclerosis, prostate cancer, acute myeloid leukemia (AML)	MicroSource, Selleck, Selleck	96.64	BRD-K21680192-300-15-1, BRD-K21680192-300-16-9, BRD-K21680192-300-14-4	Launched
mivacurium	acetylcholine receptor antagonist	BCHE, CHRM2, CHRM3, CHRNA2	critical care, neurology/psychiatry	endotracheal intubation, muscle relaxant	AKSci	47.83	BRD-A48465967-300-01-1	Launched
mivobulin	microtubule inhibitor				Sigma	80.61	BRD-K39576764-071-01-6	Preclinical
mizolastine	histamine receptor antagonist	HRH1	allergy	urticaria, allergic rhinitis	Selleck	98.43	BRD-K21884483-001-03-7	Launched
mizoribine	immunosuppressant, inosine monophosphate dehydrogenase inhibitor	IMPDH1			Selleck, MicroSource, Selleck	100	BRD-K88061624-001-21-4, BRD-K88061624-001-20-6, BRD-K88061624-001-22-2	Launched
MJ-15	cannabinoid receptor antagonist	CNR1			Tocris	92.68	BRD-K71315565-001-01-6	Preclinical
MK-0354	niacin receptor agonist	HCAR2, HCAR3			MedChemEx	94.22	BRD-K91405252-001-01-9	Phase 2
MK-0752	gamma secretase inhibitor				Selleck	93.39	BRD-K18850819-001-04-6	Phase 1/Phase 2
MK-0773	androgen receptor modulator	AR			MedChemEx	97.69	BRD-K38868394-001-01-3	Phase 2
MK-0812	CC chemokine receptor antagonist	CCR2			MedChemEx	97.78	BRD-K14175878-001-01-6	Phase 2
MK-0893	glucagon receptor antagonist	GCGR			MedChemEx	98.42	BRD-K16732600-001-01-7	Phase 2
MK-1775	WEE1 kinase inhibitor	WEE1			Selleck	91.74	BRD-K54256913-001-08-7	Phase 2
MK-2048	HIV integrase inhibitor				Selleck, Selleck	61.42	BRD-K03128512-001-03-6, BRD-K03128512-001-02-8	Preclinical
MK-2206	AKT inhibitor	AKT1, AKT2, AKT3			Selleck	97.67	BRD-K68065987-300-09-1	Phase 2
MK-2295	TRPV antagonist	TRPV1			DuPont	97.5	BRD-K43316319-001-01-8	Phase 2
MK-2461	FGFR inhibitor, VEGFR inhibitor	FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, KDR, MERTK, MET, MST1R, NTRK1, NTRK2, PDGFRB			Selleck	93.34	BRD-K56405753-001-02-4	Phase 1/Phase 2
MK-2894	prostaglandin inhibitor	PTGER4			MedChemEx	92.79	BRD-K27983781-001-01-4	Preclinical
MK-3207	calcitonin antagonist	CALCA			MedChemEx	98.79	BRD-K66911501-003-01-2	Phase 2
MK-3697	orexin receptor antagonist	HCRTR2			MedChemEx	97.36	BRD-K95828359-001-01-0	Phase 2
MK-5046	bombesin receptor agonist	BRS3, GRPR, NMBR			MedChemEx	90.83	BRD-K03886848-001-01-8	Preclinical
MK-5108	Aurora kinase inhibitor	AURKA, AURKB, AURKC			Selleck	92.91	BRD-K53665955-001-03-0	Phase 1
MK-571	leukotriene receptor antagonist	ABCC2, CYSLTR1			MedChemEx	94.07	BRD-A73679382-236-01-8	Phase 2
MK-6096	orexin receptor antagonist	HCRTR1, HCRTR2			MedChemEx	97.98	BRD-K03894385-001-01-1	Phase 2
MK-8033	c-Met inhibitor	MET			MedChemEx	91.91	BRD-K55512740-001-01-6	Phase 1
MK-8245	stearoyl-CoA desaturase inhibitor	SCD			Selleck	96.51	BRD-K29656036-001-02-5	Phase 2
MK-8745	Aurora kinase inhibitor	AURKA			Selleck	93.7	BRD-K25279140-001-01-5	Preclinical
MKT-077	HSP inhibitor				Tocris, Cayman	49.21	BRD-K61695967-003-02-1, BRD-K61695967-003-01-3	Phase 1
MK2-IN-1	MAP kinase inhibitor	MAPKAPK2			MedChemEx	91.11	BRD-K90316462-003-01-1	Preclinical
ML-10302	serotonin receptor partial agonist	HTR3A, HTR3B, HTR4			Tocris	94.1	BRD-K69343602-003-01-3	Preclinical
ML-141	GTPase inhibitor	CDC42			Tocris	88.19	BRD-A28422330-001-10-1	Preclinical
ML-179	liver receptor homolog inverse agonist	NR5A2			Tocris	96.66	BRD-K77547509-001-03-3	Preclinical
ML-193	G protein-coupled receptor antagonist	GPR55			Tocris	99.09	BRD-K27539181-001-08-5	Preclinical
ML-213	potassium channel activator	KCNQ4			Tocris	97.46	BRD-A12633378-001-07-0	Preclinical
ML-218	T-type calcium channel binder	CACNA1G, CACNA1H, CACNA1I			Tocris	93.41	BRD-K92995792-003-02-9	Preclinical
ML-228	hypoxia inducible factor activator	HIF1A			Tocris	97.16	BRD-K44432556-001-05-5	Preclinical
ML-277	potassium channel activator	KCNQ1			Tocris	97.08	BRD-K60020910-001-02-5	Preclinical
ML-281	serine/threonine kinase inhibitor	STK33			Tocris	98.78	BRD-K48188942-001-03-7	Preclinical
ML-297	inward rectifier potassium channel activator	KCNJ3			Tocris	72.69	BRD-K51137250-001-02-6	Preclinical
ML-298	phospholipase inhibitor	PLD2			Tocris	86.04	BRD-K24600306-003-01-9	Preclinical
ML-323	ubiquitin specific protease inhibitor	USP1			MedChemEx	96.64	BRD-K93942811-001-01-3	Preclinical
ML-3403	MAP kinase inhibitor	CYP3A4, MAPK11, MAPK12, MAPK14			Tocris	96.63	BRD-A29014990-001-02-3	Preclinical
ML-348	lysophospholipase inhibitor	LYPLA1			Tocris	97.3	BRD-K81044214-001-06-4	Preclinical
ML-365	potassium channel blocker	KCNK3, KCNK9			Tocris	98.91	BRD-K02160913-001-02-7	Preclinical
ML-786	RAF inhibitor	BRAF, RAF1			Tocris	91.56	BRD-K52644305-300-01-3	Preclinical
ML-9	myosin light chain kinase inhibitor	TRPC6			Tocris, Tocris	98.37	BRD-K68402494-003-03-5, BRD-K68402494-003-04-3	Preclinical
MLN-8054	Aurora kinase inhibitor	AURKA			Selleck	93.63	BRD-K83963101-001-06-9	Phase 1
MLN0128	mTOR inhibitor	MTOR, PIK3CA, PIK3CD, PIK3CG			Selleck	97.29	BRD-K59317601-001-05-5	Phase 2
MLN1117	PI3K inhibitor	PIK3CA			MedChemEx	97.33	BRD-K73877023-001-01-9	Phase 1/Phase 2
MLN2480	RAF inhibitor				MedChemEx	94.36	BRD-K43410529-001-02-3	Phase 1
MLN9708	proteasome inhibitor				MedChemEx, MedChemEx	17.51	BRD-K15203492-001-01-1, BRD-K15203492-001-02-9	Phase 3
ML130	NOD1 inhibitor				Tocris, Selleck	96.19	BRD-K89306950-001-13-3, BRD-K89306950-001-12-5	Preclinical
ML133	potassium channel blocker				Selleck	97.57	BRD-K33743361-003-02-6	Preclinical
ML161	protease-activated receptor inhibitor				Tocris, Selleck	98.28	BRD-K59036917-001-17-5, BRD-K59036917-001-16-7	Preclinical
ML167	CLK inhibitor, DYRK inhibitor	CLK4, DYRK1B			Selleck	90.04	BRD-K64835161-001-02-8	Preclinical
ML204	transient receptor potential channel antagonist	TRPC4, TRPC5			MedChemEx	97.27	BRD-K80021413-001-08-8	Preclinical
ML314	neurotensin agonist	NTSR1			MedChemEx	96.62	BRD-K92606079-001-02-0	Preclinical
ML324	histone lysine demethylase inhibitor	KDM4A			MedChemEx	86.85	BRD-K25611237-001-02-1	Preclinical
ML347	ALK tyrosine kinase receptor inhibitor	ACVR1, ACVRL1, BMPR1A			Selleck, Tocris	99.36	BRD-K33892651-001-02-4, BRD-K33892651-001-03-2	Preclinical
MM-102	WDR5/MLL interaction inhibitor				Selleck	91.66	BRD-K68474068-001-01-8	Preclinical
MM-11253	retinoid receptor antagonist	RARG			Tocris	98.06	BRD-K98353094-001-01-6	Preclinical
MMPX	phosphodiesterase inhibitor				Tocris	99.04	BRD-K56077740-001-09-2	Preclinical
MM77	serotonin receptor antagonist	HTR1A			Tocris	75.74	BRD-K50293352-300-02-1	Preclinical
MN-64	tankyrase inhibitor	TNKS			MedChemEx	96.16	BRD-K16183658-001-01-4	Preclinical
MNITMT	lymphocyte inhibitor				Tocris	98.32	BRD-K63151507-001-02-4	Preclinical
MNS-(3,4-Methylenedioxy-nitrostyrene)	src inhibitor, syk inhibitor	SRC, SYK			Selleck, Selleck	93.21	BRD-K42205652-001-02-7, BRD-K42205652-001-05-0	Preclinical
mocetinostat	HDAC inhibitor	HDAC1, HDAC11, HDAC2, HDAC3			Selleck, MedChemEx, Selleck	96.2	BRD-K16485616-001-12-1, BRD-K16485616-001-13-9, BRD-K16485616-001-08-9	Phase 2
moclobemide	monoamine oxidase inhibitor	MAOA, MAOB	neurology/psychiatry	depression, anxiety	Tocris, Selleck	94.41	BRD-K07237224-001-20-4, BRD-K07237224-001-19-6	Launched
modafinil	adrenergic receptor agonist	ADRA1B, SLC6A3	pulmonary, neurology/psychiatry	obstructive sleep apnea, shift work disorder (SWD)	MicroSource	48.32	BRD-A16332958-001-09-9	Launched
modaline					MicroSource	98.29	BRD-K25317177-065-01-4	Preclinical
moexipril	angiotensin converting enzyme inhibitor	ACE, ACE2	cardiology	hypertension	Tocris, Selleck, Selleck	93.18	BRD-K34441861-003-06-2, BRD-K34441861-003-05-4, BRD-K34441861-003-07-0	Launched
mofegiline	monoamine oxidase inhibitor	MAOA, MAOB			MedChemEx, MedChemEx	88.73	BRD-K52598503-003-01-1, BRD-K52598503-003-02-9	Phase 1
mofezolac	cyclooxygenase inhibitor	PTGS1	rheumatology, orthopedics	rheumatoid arthritis, osteoporosis	Sigma	99.58	BRD-K49372556-001-04-1	Launched
moguisteine	ATP-sensitive potassium channel inhibitor				Selleck	97.02	BRD-A87673115-001-04-1	Phase 2
molidustat	hypoxia inducible factor inhibitor	EGLN2			MedChemEx, MedChemEx	90.41	BRD-K01291782-001-02-9, BRD-K01291782-001-01-1	Phase 2
molindone	dopamine receptor antagonist	CHRM1, DRD2, HRH1, HTR1A, HTR2A	neurology/psychiatry	schizophrenia	MicroSource	98.2	BRD-A65280694-003-13-7	Launched
molsidomine	guanylate cyclase stimulant	GUCY1A3	cardiology	coronary artery disease (CAD)	MicroSource	98.74	BRD-K63861289-001-19-6	Launched
mometasone	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses	Sigma	0	BRD-K50265942-001-01-2	Launched
mometasone-furoate	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses	MicroSource, Selleck	94.31	BRD-K60640630-001-11-0, BRD-K60640630-001-10-2	Launched
monastrol	kinesin inhibitor	KIF11			Tocris, Tocris	97.94	BRD-A78377521-001-06-3, BRD-A78377521-001-05-5	Preclinical
monensin	bacterial permeability inducer				Selleck, MicroSource, Selleck	83.47	BRD-A06627858-236-01-4, BRD-A06627858-236-03-0, BRD-A06627858-236-02-2	Launched
monobenzone	melanin inhibitor	TYR	dermatology	skin depigmentation	Selleck, MicroSource, Sigma, Selleck	77.12	BRD-K54262262-001-11-6, BRD-K54262262-001-10-8, BRD-K54262262-001-12-4, BRD-K54262262-001-09-0	Launched
monoctanoin			gastroenterology	gallstones	Sigma, Sigma	84.6	BRD-A48938994-001-15-8, BRD-A48938994-001-14-1	Launched
monosodium-alpha-luminol					Enamine, MedChemEx	97.04	BRD-K52559566-001-01-1, BRD-K52559566-001-02-9	Launched
monostearin					TCI	92.85	BRD-A31454688-001-01-6	Preclinical
montelukast	leukotriene receptor antagonist	ALOX5, CYSLTR1	pulmonary, allergy	asthma, allergic rhinitis, exercise-induced bronchoconstriction (EIB)	Selleck, MicroSource, Selleck	98.68	BRD-K69470111-236-08-9, BRD-K69470111-001-01-2, BRD-K69470111-236-09-7	Launched
moprolol	adrenergic receptor antagonist		cardiology, ophthalmology, neurology/psychiatry	hypertension, glaucoma, anxiety	LifeChem	95.27	BRD-A51747092-003-03-0	Launched
moracizine	sodium channel blocker	SCN5A	cardiology	ventricular arrhythmias	Prestwick	99.39	BRD-K21548250-003-19-1	Launched
morantel	acetylcholine receptor agonist		infectious disease	tapeworm	MicroSource	55.48	BRD-K71454870-048-06-3	Launched
morin	cytochrome P450 inhibitor	ADORA2A, ESR2, FASN, MCL1, SLC22A12			Selleck, Selleck	100	BRD-K11590034-002-02-6, BRD-K11590034-002-03-4	Preclinical
morinidazole	other antibiotic	CYP51A1			MedChemEx	85.47	BRD-A40546373-001-01-8	Launched
morniflumate	anti-inflammatory agent		neurology/psychiatry	pain relief	AKSci	97.89	BRD-K38938675-001-01-4	Launched
moroxydine	antiviral		infectious disease	influenza A virus infection	MicroSource, Selleck	100	BRD-K57291914-003-10-2, BRD-K57291914-003-09-4	Launched
mosapride	serotonin receptor agonist	HTR4	gastroenterology	hypertrophic gastritis (GHG), gastroesophageal reflux disease (GERD), dyspepsia, irritable bowel syndrome	Tocris, Selleck	98.7	BRD-A39052811-048-12-8, BRD-A39052811-048-11-0	Launched
motesanib	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	FLT1, FLT4, KDR, KIT			Selleck, MedChemEx, MedChemEx, Selleck, MedChemEx	95.52	BRD-K99616396-316-05-3, BRD-K99616396-001-06-9, BRD-K99616396-001-05-1, BRD-K99616396-316-04-6, BRD-K99616396-316-06-1	Phase 3
motolimod	toll-like receptor agonist	TLR8			MedChemEx	87.75	BRD-K11785681-001-01-2	Phase 1/Phase 2
moxalactam	bacterial cell wall synthesis inhibitor		infectious disease	skin infections, bone and joint infections, pneumonia, urinary tract infections, meningitis	MedChemEx, MicroSource, Selleck, Selleck	0	BRD-K40831222-304-06-2, BRD-A08899266-304-05-0, BRD-K40831222-304-05-4, BRD-K40831222-304-04-7	Launched
moxaverine	phosphodiesterase inhibitor		neurology/psychiatry	spasms	Innovapharm	99.2	BRD-K12742203-003-01-7	Launched
moxidectin	chloride channel antagonist		infectious disease	gastrointestinal parasites	MicroSource	92.02	BRD-K61988078-001-01-2	Launched
moxifloxacin	bacterial DNA gyrase inhibitor	TOP2A	otolaryngology, pulmonary, infectious disease	sinusitis, bronchitis, pneumonia, skin infections, intra-abdominal infections	MicroSource, Selleck	92.59	BRD-K66615216-003-14-8, BRD-K66615216-003-13-0	Launched
moxisylyte	adrenergic receptor antagonist				MicroSource	95.95	BRD-K81144366-003-19-7	Withdrawn
moxonidine	imidazoline receptor agonist	ADRA2A, ADRA2B, ADRA2C	cardiology	hypertension	Tocris, Tocris, Selleck	96.96	BRD-K77771411-003-10-7, BRD-K77771411-003-12-3, BRD-K77771411-001-12-7	Launched
mozavaptan	vasopressin receptor antagonist	AVPR1A, AVPR1B, AVPR2	endocrinology	hyponatremia	Selleck	97.07	BRD-A31095847-001-02-3	Launched
